precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂDĂCINĂ MIRCEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BICHINEŢ LENUŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","FÎNARU SORIN-NICUŞOR-UNIUNEA SALVAȚI ROMÂNIA-voturi","TULAC CĂTĂLIN-VLAD-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"SALA MULTIFUNCŢIONALĂ SAT SUSENI",197,BĂCANI,162327,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:10",328,320,0,5,3,190,182,0,5,3,183,7,400,210,109,8,56,4,6
39,VASLUI,"SALA MULTIFUNCŢIONALĂ SAT VULPĂȘENI",198,BĂCANI,162327,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:14",167,162,0,5,0,89,84,0,5,0,85,4,182,93,42,22,14,3,4
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT BĂCANI",194,BĂCANI,162327,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:06:52",1058,1040,1,10,7,561,544,0,10,7,535,26,1100,539,293,85,123,10,24
39,VASLUI,"ŞCOALA PRIMARĂ",195,BĂCANI,162327,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:44:39",462,452,1,7,2,268,259,0,7,2,265,3,500,232,158,18,81,2,6
39,VASLUI,"ŞCOALA PRIMARA SAT DRUJEŞTI",196,BĂCANI,162327,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:45",372,368,0,3,1,220,216,0,3,1,215,5,400,180,67,50,61,3,34
