precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞU MIC",410,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:22",83,64,1,16,2,71,53,0,16,2,69,2,80,9,4,4,12,46,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL CIULPĂZ",411,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:23:43",110,81,0,22,7,93,64,0,22,7,89,4,97,4,3,5,14,17,0,50
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:52",214,188,3,22,1,160,137,0,22,1,156,4,200,40,10,9,83,50,2,2
22,HUNEDOARA,"ȘCOALA PRIMARĂ JOSANI",412,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:36",203,179,0,23,1,168,144,0,23,1,166,2,190,22,10,44,37,60,14,1
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂNERĂU",413,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:35",242,234,0,3,5,138,130,0,3,5,132,6,240,102,4,9,37,63,8,11
22,HUNEDOARA,"ȘCOALA PRIMARĂ NANDRU",414,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:10",151,134,0,14,3,111,94,0,14,3,109,2,150,39,15,3,20,47,1,23
22,HUNEDOARA,"ȘCOALA PRIMARĂ VALEA NANDRULUI",415,"PESTIŞU MIC",90431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:43:35",152,122,0,22,8,125,95,0,22,8,125,0,150,25,8,11,34,71,0,1
