precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DIMA IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NAE EMIL-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ALEXANDRU MARIAN-NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"CĂMIN CULTURAL BĂLTENI, LOCALITATEA BĂLTENI, STRADA EROILOR, NR. 66",191,CONŢEŞTI,66768,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:15",715,705,1,0,9,503,494,0,0,9,481,22,790,287,6,3,472
16,DÂMBOVIŢA,"GRĂDINIŢA BĂLTENI, LOCALITATEA BĂLTENI, STRADA EROILOR, NR. 235",192,CONŢEŞTI,66768,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:09",773,769,0,3,1,344,340,0,3,1,334,10,837,483,28,20,286
16,DÂMBOVIŢA,"ŞCOALA CONŢEŞTI, LOCALITATEA CONŢEŞTI, STRADA GĂRII, NR. 192",190,CONŢEŞTI,66768,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:55:35",204,199,0,4,1,199,194,0,4,1,195,4,490,287,20,11,164
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV BOTENI, LOCALITATEA BOTENI, STRADA AEROPORTULUI, NR. 308G",193,CONŢEŞTI,66768,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:33",731,726,1,3,1,278,274,0,3,1,267,11,800,522,34,31,202
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV CONŢEŞTI, LOCALITATEA CONŢEŞTI, STRADA PRIMĂRIEI, NR. 444",189,CONŢEŞTI,66768,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:51",699,684,0,12,3,343,328,0,12,3,328,15,760,417,65,19,244
