precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"GRĂDINIŢA DE COPII",238,GRUIU,103513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:07:32",1818,1787,0,22,9,1095,1064,0,22,9,1039,56,2000,905,667,60,72,34,206
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:36",1575,1528,1,14,32,963,916,1,14,32,934,29,1700,737,687,58,57,42,90
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:39",686,665,2,10,9,496,477,0,10,9,481,15,766,270,363,34,23,18,43
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:07:34",1884,1839,3,16,26,1066,1026,1,16,23,1028,38,2000,934,675,133,68,38,114
