precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","FORȚA DREPTEI-voturi","PRECUP FLAVIUS TEODOR-voturi"
28,MUREŞ,"CAMIN CULTURAL BOTEZ",235,AŢINTIŞ,115236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:30",147,141,0,3,3,96,90,0,3,3,95,1,159,63,3,60,11,5,7,5,2,2
28,MUREŞ,"SCOALA PRIMARA CECALACA",236,AŢINTIŞ,115236,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:39:30",309,296,0,9,4,234,221,0,9,4,227,7,340,106,9,94,6,101,8,3,4,2
28,MUREŞ,"SCOALA PRIMARA ISTIHAZA",237,AŢINTIŞ,115236,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:45:20",179,172,0,5,2,109,102,0,5,2,104,5,186,77,2,20,3,68,4,4,3,0
28,MUREŞ,"SEDIUL PRIMARIEI ATINTIS",234,AŢINTIŞ,115236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:39",593,557,1,14,21,369,334,0,14,21,342,27,610,241,28,116,47,8,60,34,34,15
