precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GAZU AURICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA AUREL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP A",105,CURCANI,102419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:46",754,741,0,7,6,478,465,0,7,6,455,10,743,278,139,316
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP B",106,CURCANI,102419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:35",594,577,1,7,9,395,379,0,7,9,392,3,614,219,146,246
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP C",107,CURCANI,102419,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:27:54",1411,1398,0,4,9,944,931,0,4,9,892,52,1475,531,333,559
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",108,CURCANI,102419,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:46:00",1270,1262,1,7,0,813,806,0,7,0,779,34,1389,576,573,206
