precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TODEA PETRU-TIBERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TRIF MARIUS-JAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"CĂMINUL CULTURAL ALBAC",184,ALBAC,2130,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:52",736,656,1,38,41,626,546,1,38,41,612,14,795,169,205,407
1,ALBA,"ŞCOALA PRIMARĂ CIONEŞTI",185,ALBAC,2130,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:01",516,470,0,26,20,437,391,0,26,20,428,9,550,113,213,215
1,ALBA,"ŞCOALA PRIMARĂ COSTEŞTI",186,ALBAC,2130,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:20",84,75,0,8,1,66,57,0,8,1,66,0,80,14,29,37
1,ALBA,"ŞCOALA PRIMARĂ POTIONCI",187,ALBAC,2130,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:17:42",59,50,0,7,2,49,40,0,7,2,49,0,55,6,19,30
1,ALBA,"ŞCOALA PRIMARĂ ROGOZ",188,ALBAC,2130,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:01",240,226,0,5,9,184,170,0,5,9,184,0,270,86,50,134
