precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TERETEAN ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BIMBO IOSIF-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢOLEA ADRIAN-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ALBA ADRIAN-DĂNUT-PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CAMINUL CULTURAL LIVADA",308,LIVADA,9333,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:22",699,684,5,10,0,444,434,0,10,0,436,8,747,303,103,113,192,28
2,ARAD,"ŞCOALA GIMNAZIALĂ LIVADA",307,LIVADA,9333,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:26",1358,1342,5,9,2,755,744,0,9,2,736,19,1467,712,70,307,297,62
2,ARAD,"ŞCOALA GIMNAZIALĂ SÂNLEANI",309,LIVADA,9333,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:18",1500,1479,9,5,7,808,793,3,5,7,787,21,1630,822,110,287,314,76
