precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRESCU MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAMŢU DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","VĂTASE BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TOHĂNEANU EMANUEL-FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"CENTRUL DE CULTURĂ ŞI TRADIŢIE POPULARĂ BRĂNEŞTI",150,BRĂNEŞTI,66009,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:09",1258,1247,2,7,2,713,704,0,7,2,699,14,1365,652,87,501,23,88
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL PRIBOIU",152,BRĂNEŞTI,66009,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:24",800,793,0,7,0,455,448,0,7,0,445,10,880,425,85,276,35,49
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ BRĂNEŞTI",151,BRĂNEŞTI,66009,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:15:00",1411,1405,0,5,1,714,708,0,5,1,691,23,1569,855,153,445,45,48
