precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL IZVOARELE",483,"TELIUCU INFERIOR",86936,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:24",86,72,0,10,4,62,48,0,10,4,58,3,100,38,2,38,3,15
22,HUNEDOARA,"CĂMINUL CULTURAL TELIUCU INFERIOR",481,"TELIUCU INFERIOR",86936,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:31:59",1243,1198,0,15,30,723,678,0,15,30,703,18,1300,579,7,352,28,316
22,HUNEDOARA,"CASA TINERETULUI CINCIȘAN",482,"TELIUCU INFERIOR",86936,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:07",539,516,0,12,11,369,346,0,12,11,362,7,556,187,2,151,12,197
22,HUNEDOARA,"CENTRUL CULTURAL RECREATIV PLOSCA",484,"TELIUCU INFERIOR",86936,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:14",264,256,0,4,4,153,145,0,4,4,144,9,300,147,5,56,4,79
