precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATEI GHEORGHIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","BURCEA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUDORICĂ MARIN-MIHAIL-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDU FLORIN-DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL GLOGOVEANU",378,ŞELARU,68887,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:35",534,528,0,6,0,312,306,0,6,0,307,5,580,268,230,2,72,3
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL ȘELARU",376,ŞELARU,68887,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:52",641,631,1,9,0,420,411,0,9,0,402,18,690,270,155,11,211,25
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ FIERBINȚI",377,ŞELARU,68887,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:57",1173,1158,0,15,0,829,814,0,15,0,800,29,1277,448,654,48,91,7
