precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ HĂBENI",161,BUCŞANI,66474,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:49",1109,1093,1,8,7,668,653,0,8,7,652,16,1210,542,43,321,278,4,6
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ RACOVIȚA",162,BUCŞANI,66474,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:17",1051,1041,2,3,5,600,592,0,3,5,581,19,1150,550,37,220,307,8,9
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ RĂȚOAIA",163,BUCŞANI,66474,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:29",391,381,1,7,2,266,257,0,7,2,261,5,420,154,21,110,127,0,3
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DORA DALLES” BUCȘANI",160,BUCŞANI,66474,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:44",1411,1393,1,3,14,890,873,0,3,14,869,21,1550,660,115,380,343,15,16
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DORA DALLES” BUCȘANI",159,BUCŞANI,66474,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:02",1469,1445,0,6,18,909,885,0,6,18,875,34,1589,680,107,355,395,7,11
