precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SFINTEAN SORIN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂTINEAN IULIU-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BONDOR MARCEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BRICI RADU-CORNEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ZĂPÎRŢAN OVIDIU-IOAN-PARTIDUL ECOLOGIST ROMÂN-voturi","CIHEREAN GAVRILĂ-IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL AGRIŞU DE SUS",264,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:40",125,121,0,4,0,89,85,0,4,0,83,6,150,61,37,32,4,3,5,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COASTA",266,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:09",157,147,0,8,2,96,86,0,8,2,94,2,174,78,20,15,7,22,3,27
6,BISTRIŢA-NĂSĂUD,"CONTAINERE MODULARE AMPLASATE ÎN CURTEA CĂMINULUI CULTURAL BRETEA",265,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:21",115,98,0,9,8,87,70,0,9,8,84,3,150,63,53,2,3,10,11,5
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU-ODORHEI",262,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:38",590,585,0,2,3,374,369,0,2,3,362,12,650,276,151,20,50,19,43,79
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIŞU DE JOS",263,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:01",286,280,0,6,0,177,171,0,6,0,174,3,300,123,63,85,1,7,7,11
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTUR-ŞIEU",267,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:54",379,372,2,4,1,246,241,0,4,1,243,3,400,154,45,21,10,145,13,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ŞIRIOARA",268,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:11",199,190,1,2,6,136,128,0,2,6,133,3,200,64,72,10,14,19,12,6
