precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
3,ARGEŞ,"ŞCOALA CONŢEŞTI NR.1",327,DAVIDEŞTI,16285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:25",676,659,0,13,4,457,440,0,13,4,439,13,726,266,77,18,275,66,3
3,ARGEŞ,"ŞCOALA DAVIDEŞTI",326,DAVIDEŞTI,16285,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:12:18",507,503,0,3,1,364,360,0,3,1,350,10,555,190,92,28,171,55,4
3,ARGEŞ,"ŞCOALA OLTEANCA",328,DAVIDEŞTI,16285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:55:37",441,435,0,4,2,441,435,0,4,2,409,26,857,422,16,26,332,21,14
3,ARGEŞ,"ŞCOALA VOROVENI",329,DAVIDEŞTI,16285,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:39:47",507,495,0,9,3,386,374,0,9,3,372,14,538,152,111,26,187,43,5
