precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSTEA GABRIEL VICTOR-PARTIDUL NAȚIONAL LIBERAL-voturi","FLOREA ANDREEA-EMILIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"CAMINUL CULTURAL DIN LOCALITATEA GHEORGHENI",442,FELEACU,57582,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:18",939,921,2,14,2,608,592,0,14,2,554,54,1024,416,489,65
13,CLUJ,"CAMINUL CULTURAL FELEACU DIN LOCALITATEA FELEACU",441,FELEACU,57582,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:33:11",2082,2032,13,34,3,1136,1099,0,34,3,1106,30,2212,1063,868,238
13,CLUJ,"FOSTUL SEDIU CAP VILCELE DIN LOCALITATEA VILCELE",443,FELEACU,57582,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:20",919,907,3,9,0,488,479,0,9,0,473,15,1100,612,382,91
