precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PURCĂRIN ILEANA-voturi","BELGIU ANTONICĂ-voturi","VOICHIŢA DOINEL-voturi"
20,GORJ,"GRĂDINIȚA PEȘTEANA DE JOS",216,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:01",698,642,0,39,17,534,478,0,39,17,512,22,700,166,358,32,39,43,4,35,1
20,GORJ,"LICEU ROŞIA JIU",217,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:33",625,601,0,17,7,431,407,0,17,7,418,13,700,269,197,36,137,36,2,9,1
20,GORJ,"ȘCOALA GENERALĂ VICTOR POPESCU",219,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:59",667,631,3,23,10,489,456,0,23,10,474,15,700,211,207,54,52,103,5,46,7
20,GORJ,"ŞCOALA PRIMARĂ FĂRCĂŞEŞTI",215,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:38",623,583,0,22,18,449,409,0,22,18,426,23,611,162,208,26,43,80,40,11,18
20,GORJ,"ŞCOALA PRIMARĂ TIMIŞENI",218,FĂRCĂŞEŞTI,80285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:29:58",101,94,0,7,0,62,55,0,7,0,58,4,100,38,23,6,19,4,5,1,0
