precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VASILE DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","RĂDULESCU ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","VOICU CONSTANTIN-FORȚA DREPTEI-voturi"
30,OLT,"ŞCOALA BĂRBĂLAI",331,TĂTULEŞTI,129317,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:23",216,171,0,33,12,207,162,0,33,12,157,5,202,40,111,43,3
30,OLT,"ŞCOALA GIMNAZIALĂ TĂTULEŞTI",330,TĂTULEŞTI,129317,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:38",569,412,0,97,60,423,266,0,97,60,415,8,526,103,179,232,4
30,OLT,"ŞCOALA MIRCEŞTI",332,TĂTULEŞTI,129317,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:54",172,116,1,42,13,135,80,0,42,13,130,3,149,14,70,60,0
