precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL COBADIN",399,COBADIN,61318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:55:51",1939,1921,0,3,15,912,894,0,3,15,879,33,2112,1200,302,413,58,106
14,CONSTANŢA,"CĂMIN CULTURAL NEGREȘTI",403,COBADIN,61318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:54",359,349,0,8,2,188,178,0,8,2,179,9,384,187,35,81,47,16
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL COBADIN",401,COBADIN,61318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:16:44",1748,1737,0,2,9,807,796,0,2,9,785,22,1909,1102,275,345,82,83
14,CONSTANŢA,"GRĂDINIȚA VIIȘOARA",404,COBADIN,61318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:35:55",1293,1283,1,6,3,619,610,0,6,3,592,27,1415,796,148,348,52,44
14,CONSTANŢA,"ȘCOALA GENERALĂ CONACU",402,COBADIN,61318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:33",276,269,0,6,1,141,134,0,6,1,138,3,298,157,28,78,22,10
14,CONSTANŢA,"ȘCOALA TĂTARĂ COBADIN",400,COBADIN,61318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:48:08",1816,1807,0,1,8,865,856,0,1,8,833,32,1993,1128,293,384,72,84
