precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","BARDAŞ IONEL-voturi"
10,BUZĂU,"CĂMINUL CULTURAL ”DIMITRIE GUSTI”",336,RUŞEŢU,49046,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:03",900,871,0,21,8,616,587,0,21,8,574,42,861,245,33,234,75,177,55
10,BUZĂU,"CLĂDIREA GRĂDINIŢEI CU PROGRAM NORMAL",335,RUŞEŢU,49046,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:35",884,868,0,8,8,598,582,0,8,8,546,52,861,263,39,211,64,171,61
10,BUZĂU,"LICEUL TEHNOLOGIC RUȘEȚU",334,RUŞEŢU,49046,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:44:40",949,927,1,13,8,658,637,0,13,8,606,49,1200,545,71,175,71,187,102
10,BUZĂU,"ŞCOALA PRIMARĂ",337,RUŞEŢU,49046,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:42",162,155,0,6,1,120,113,0,6,1,111,9,200,80,14,45,18,22,12
