precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GEMBĂŞELU AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTIN GRIGORE-PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL CHIOJDENI",132,CHIOJDENI,175509,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:45",532,506,0,12,14,331,305,0,12,14,322,9,553,222,181,141
41,VRANCEA,"ȘCOALA PRIMARĂ CĂTĂUȚI",133,CHIOJDENI,175509,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:03",256,236,0,11,9,165,145,0,11,9,152,12,258,93,72,80
41,VRANCEA,"ȘCOALA PRIMARĂ LUNCILE",134,CHIOJDENI,175509,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:53",763,754,1,8,0,496,488,0,8,0,465,31,834,338,209,256
41,VRANCEA,"ȘCOALA PRIMARĂ TULBUREA",135,CHIOJDENI,175509,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:59:29",260,250,0,3,7,183,173,0,3,7,176,7,275,92,51,125
