precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IACŞA EMIL- GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RAICA ROMULUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PETREAN GHEORGHE-IUSTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NEAG IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL GALDA DE JOS",253,"GALDA DE JOS",4366,1,PART,PRCNCT,P,P_SV,"2024-06-10 19:48:13",1593,1555,1,24,13,1027,990,0,24,13,1007,20,1700,673,27,455,134,391
1,ALBA,"CĂMINUL CULTURAL OIEJDEA",258,"GALDA DE JOS",4366,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:31",660,649,1,6,4,436,426,0,6,4,424,12,700,264,19,190,33,182
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ POIANA GALDEI)",259,"GALDA DE JOS",4366,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:46",121,111,0,10,0,100,90,0,10,0,99,1,150,50,3,19,21,56
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:47:49",237,221,0,14,2,147,131,0,14,2,145,2,250,100,6,32,13,94
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:58",443,407,2,14,20,329,295,0,14,20,325,4,500,171,33,93,21,178
1,ALBA,"ŞCOALA PRIMARĂ CETEA",255,"GALDA DE JOS",4366,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:14",345,323,1,12,9,221,200,0,12,9,217,4,350,129,22,19,21,155
1,ALBA,"ŞCOALA PRIMARĂ GALDA DE SUS",256,"GALDA DE JOS",4366,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:34:44",330,310,0,14,6,233,213,0,14,6,229,4,350,117,10,20,26,173
