precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL SĂCENI",596,"TRAIAN VUIA",159071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:16",128,117,2,8,1,128,117,2,8,1,124,4,200,72,66,27,9,11,3,1,7,0
37,TIMIŞ,"CĂMINUL CULTURAL SURDUCU MIC",597,"TRAIAN VUIA",159071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:30",263,259,0,4,0,134,130,0,4,0,129,5,300,166,43,29,2,3,24,0,2,26
37,TIMIŞ,"CĂMINUL CULTURAL SUSANI",598,"TRAIAN VUIA",159071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:57",324,303,0,16,5,192,171,0,16,5,174,18,320,128,36,89,7,4,4,27,4,3
37,TIMIŞ,"CĂMINUL CULTURAL TRAIAN VUIA",599,"TRAIAN VUIA",159071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:15",356,346,0,4,6,215,205,0,4,6,207,8,380,165,32,82,41,10,8,14,8,12
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:58",668,648,1,9,10,383,363,1,9,10,342,21,700,337,49,176,15,67,4,8,6,17
