precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PÂRVU PETRE-PARTIDUL SOCIAL DEMOCRAT-voturi","MANEA FLORIN-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SIMION RAFAEL-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BADEA DANIEL-FORȚA DREPTEI-voturi","ALBU PAUL-voturi"
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:27:35",1215,1187,2,11,15,573,547,0,11,15,555,18,1315,742,327,143,42,21,22
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:47:37",1090,1064,0,6,20,522,496,0,6,20,512,10,1170,648,337,115,32,18,10
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:10",1423,1407,0,13,3,588,572,0,13,3,577,11,1550,962,345,144,44,23,21
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:11:15",1211,1188,3,5,15,650,630,0,5,15,630,20,1310,660,362,171,52,30,15
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:45:16",1192,1160,2,9,21,679,649,0,9,21,655,24,1300,621,434,141,41,25,14
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:30:12",1406,1385,0,15,6,637,616,0,15,6,622,15,1565,928,370,167,38,35,12
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:01:41",1408,1390,0,10,8,735,717,0,10,8,694,23,1535,818,473,111,58,30,22
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:03",1309,1281,0,9,19,702,674,0,9,19,684,18,1417,715,499,97,38,34,16
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:52:23",1415,1393,1,8,13,738,717,0,8,13,709,29,1545,807,532,80,75,11,11
