precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL COMARNA NR.1",394,COMARNA,96370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:29",1608,1576,0,8,24,439,407,0,8,24,423,16,1700,1261,12,252,159
24,IAŞI,"SCOALA CLASELE I-IV COMARNA II",393,COMARNA,96370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:12",1048,1023,0,6,19,396,371,0,6,19,380,16,1100,704,14,252,114
24,IAŞI,"SCOALA CLASELE I-VII COMARNA I-CORP C2",392,COMARNA,96370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:58",793,775,0,12,6,158,140,0,12,6,151,7,900,742,3,84,64
24,IAŞI,"ŞCOALA CURAGĂU",395,COMARNA,96370,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:19",131,124,0,7,0,83,76,0,7,0,77,6,200,117,4,19,54
24,IAŞI,"ŞCOALA OSOI",391,COMARNA,96370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:58",1564,1535,0,11,18,835,806,0,11,18,801,34,1700,865,380,186,235
24,IAŞI,"ŞCOALA STÂNCA",396,COMARNA,96370,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:19",204,191,0,10,3,131,118,0,10,3,125,6,207,76,45,28,52
