precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BACIU COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TATARU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂRUNTU VASILICĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŞANTA LENUŢA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEAGU COSTICĂ-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SIDOR VIOREL-PARTIDUL S.O.S. ROMÂNIA-voturi","RĂILEANU GHEORGHE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA CASELOR",415,LIPOVA,23207,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:41",392,381,0,7,4,227,216,0,7,4,200,27,400,173,72,105,10,7,0,4,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA HOGEI",416,LIPOVA,23207,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:29",235,222,0,7,6,123,110,0,7,6,114,9,299,176,57,23,4,10,0,1,19
4,BACĂU,"ŞCOALA CU CLASELE I-VIII M.EMINESCU LIPOVA",412,LIPOVA,23207,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:16",505,489,1,5,10,258,243,0,5,10,236,22,500,236,146,22,15,39,1,1,12
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MÎLOSU",413,LIPOVA,23207,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:27",772,762,0,7,3,423,413,0,7,3,405,18,800,377,178,198,8,11,4,6,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATU NOU",414,LIPOVA,23207,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:21:05",415,396,0,3,16,217,198,0,3,16,208,9,500,283,126,48,3,24,0,0,7
