precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","NEGRILĂ DAN-LUCIAN-voturi"
13,CLUJ,"CĂMIN CULTURAL SÎNTIOANA",652,ŢAGA,59826,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:37",429,425,0,4,0,241,237,0,4,0,231,10,469,228,16,23,123,60,9
13,CLUJ,"CĂMINUL CULTURAL SÎNTEJUDE",651,ŢAGA,59826,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:21:58",197,189,0,8,0,115,107,0,8,0,105,10,208,93,12,6,79,4,4
13,CLUJ,"FOSTA ŞCOALĂ I- IV NĂSAL",650,ŢAGA,59826,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:27",226,219,0,7,0,141,134,0,7,0,139,2,241,100,17,46,67,6,3
13,CLUJ,"PRIMĂRIA ŢAGA",649,ŢAGA,59826,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:49:06",559,550,1,8,0,346,338,0,8,0,332,14,612,266,29,136,119,21,27
