precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILAŞ SORIN-MUGUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRĂIUŢ ADRIANA-VALERICA-UNIUNEA SALVAȚI ROMÂNIA-voturi","DUPRII GELU-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","SIMIGANOVSCHI STELIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","ROMANESCU ADRIAN-NECULAI-PARTIDUL PRO ROMÂNIA-voturi","MIHALACHE LAURENŢIU-FORȚA DREPTEI-voturi","POPESCU LIVIU-voturi","URSĂCIUC MARIUS-IOAN-voturi"
35,SUCEAVA,"CENTRUL CULTURAL- CASA DE CULTURĂ",156,"ORAŞ GURA HUMORULUI",146584,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:58:09",1795,1779,2,12,2,823,809,0,12,2,800,23,1978,1155,37,59,227,27,13,48,12,377
35,SUCEAVA,"COLEGIUL” ALEXANDRU CEL BUN” CORPUL A",161,"ORAŞ GURA HUMORULUI",146584,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:32:50",1742,1737,0,4,1,744,739,0,4,1,735,9,1926,1182,38,40,232,14,26,27,9,349
35,SUCEAVA,"COLEGIUL ”ALEXANDRU CEL BUN” CORPUL B",158,"ORAŞ GURA HUMORULUI",146584,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:54:29",1953,1932,7,8,6,932,918,0,8,6,901,16,2158,1241,56,68,233,27,27,47,12,431
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:09:27",1544,1540,1,0,3,642,638,1,0,3,624,18,1711,1069,38,25,189,30,10,32,10,290
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL VORONET",164,"ORAŞ GURA HUMORULUI",146584,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:54",702,693,0,9,0,387,378,0,9,0,350,17,832,439,34,15,89,2,20,16,4,170
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CĂSUȚA PITICILOR”- CORP B",163,"ORAŞ GURA HUMORULUI",146584,3,PART,PRCNCT,P,P_SV,"2024-06-10 15:01:23",1057,1045,0,12,0,476,464,0,12,0,447,29,1127,651,67,23,158,16,10,26,3,144
35,SUCEAVA,"SCOALA GIMNAZIALA NR.1",159,"ORAŞ GURA HUMORULUI",146584,4,PART,PRCNCT,P,P_SV,"2024-06-10 16:03:15",1911,1874,2,6,29,845,810,0,6,29,816,29,2114,1269,48,40,211,21,15,42,15,424
35,SUCEAVA,"SCOALA GIMNAZIALA ”PETRU COMARNESCU” CORP C",160,"ORAŞ GURA HUMORULUI",146584,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:37:24",1692,1680,3,8,1,694,685,0,8,1,663,31,1853,1159,27,41,208,18,12,15,6,336
35,SUCEAVA,"SCOALA GIMNAZIALA ”TEODOR BALAN”",162,"ORAŞ GURA HUMORULUI",146584,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:42:16",1693,1683,4,3,3,818,812,0,3,3,794,24,1877,1059,40,48,213,10,16,43,15,409
