precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",188,IZVOARELE,153106,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:00:33",1062,1029,0,5,28,664,631,0,5,28,648,16,1126,462,118,481,49
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",189,IZVOARELE,153106,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:12",866,845,0,7,14,525,504,0,7,14,514,11,930,405,143,355,16
