precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CĂLIN GHEORGHE-DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","EPURE GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","FĂSUESCU ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.1 POLOVRAGI",269,POLOVRAGI,81380,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:33",915,899,0,8,8,653,637,0,8,8,628,25,1000,347,29,419,180
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 POLOVRAGI",270,POLOVRAGI,81380,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:29",941,936,0,3,2,668,663,0,3,2,619,49,1000,332,19,439,161
20,GORJ,"ŞCOALA PRIMARĂ RACOVIȚA",271,POLOVRAGI,81380,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:20",358,349,0,6,3,265,256,0,6,3,261,4,427,162,0,210,51
