precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HORHAT-CORAŞ EMANUEL-PARTIDUL NAȚIONAL LIBERAL-voturi","SEMENIUC MARIUS-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢICA PAVEL-PARTIDUL SOCIAL DEMOCRAT-voturi","FILIPAŞ ANDREI-BOGDAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","LUPĂU IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMINUL CULTURAL BENEŞTI",205,BELIU,9930,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:51",110,98,1,7,4,78,66,1,7,4,72,6,110,32,45,3,23,1,0
2,ARAD,"CĂMINUL CULTURAL BOCHIA",206,BELIU,9930,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:53:29",49,41,0,6,2,32,24,0,6,2,30,2,50,18,24,1,5,0,0
2,ARAD,"CĂMINUL CULTURAL SECACI",207,BELIU,9930,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:33",128,119,0,4,5,90,82,0,4,4,89,1,130,40,45,5,35,4,0
2,ARAD,"CĂMINUL CULTURAL TĂGĂDĂU",208,BELIU,9930,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:28",406,378,1,11,16,280,252,1,11,16,259,21,430,150,171,4,78,3,3
2,ARAD,"PRIMĂRIA COMUNEI BELIU",204,BELIU,9930,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:39",1498,1417,1,23,57,1012,931,1,23,57,985,27,1550,538,640,56,256,17,16
2,ARAD,"ȘCOALA PRIMARĂ VASILE GOLDIŞ",209,BELIU,9930,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:47",435,415,0,5,15,258,238,0,5,15,250,8,452,194,151,27,70,0,2
