precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORCIOVĂ ION-PARTIDUL SOCIAL DEMOCRAT-voturi","MARIN ANETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COVRIG LAURENŢIU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"CĂMINUL CULTURAL CRIVESTI",506,TUTOVA,166529,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:04",344,341,0,2,1,190,187,0,2,1,178,12,400,210,124,49,5
39,VASLUI,"CĂMINUL CULTURAL TUTOVA",502,TUTOVA,166529,2,PART,PRCNCT,P,P_SV,"2024-06-15 13:29:59",1118,1089,0,4,25,610,581,0,4,25,594,16,1191,581,372,209,13
39,VASLUI,"ŞCOALA CIORTOLOM",504,TUTOVA,166529,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:20:46",145,134,0,11,0,91,80,0,11,0,83,8,200,109,66,14,3
39,VASLUI,"ŞCOALA COROIU",505,TUTOVA,166529,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:09:06",179,171,0,7,1,95,87,0,7,1,93,2,200,105,72,19,2
39,VASLUI,"ŞCOALA GIMNAZIALA BADEANA",503,TUTOVA,166529,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:11",1193,1180,0,4,9,597,584,0,4,9,582,15,1280,683,461,111,10
39,VASLUI,"ŞCOALA VIZURENI",507,TUTOVA,166529,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:40",149,128,0,16,5,98,77,0,16,5,89,9,110,12,65,23,1
