precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOUT MARIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","PIRICSI ARTHUR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ZAH VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","GYENES SZABOLCS-GÁBOR-voturi"
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL LIVADA",96,"ORAŞ LIVADA",138039,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:37",1419,1405,3,2,9,673,662,0,2,9,648,25,1600,927,123,431,30,64
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",100,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:54:48",250,243,0,4,3,104,97,0,4,3,99,5,261,157,48,28,10,13
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”IOSIF ŢIPROC” DUMBRAVA",99,"ORAŞ LIVADA",138039,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:24",974,967,1,6,0,368,361,1,6,0,343,25,1100,732,90,74,165,14
32,"SATU MARE","SCOALA GIMNAZIALĂ ”PETOFI SANDOR” LIVADA",95,"ORAŞ LIVADA",138039,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:15",988,968,2,4,14,509,491,0,4,14,502,7,1100,591,58,412,8,24
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PETOFI SANDOR LIVADA",97,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:17:57",1701,1672,0,4,25,882,853,0,4,25,821,32,1800,947,71,690,33,27
32,"SATU MARE","ŞCOALA PRIMARĂ ADRIAN",98,"ORAŞ LIVADA",138039,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:15",471,460,2,7,2,297,288,0,7,2,283,14,500,203,16,246,10,11
