precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMINUL CULTURAL VALEA DE SUS",311,CÂMPANI,28709,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:13",247,224,0,17,6,206,183,0,17,6,204,2,245,39,56,3,16,129
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”GEORGIU POPA” CÂMPANI",307,CÂMPANI,28709,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:00",690,664,0,26,0,536,510,0,26,0,525,11,773,237,268,58,42,157
5,BIHOR,"ŞCOALA PRIMARĂ FÎNAŢE",308,CÂMPANI,28709,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:03",523,478,0,36,9,453,408,0,36,9,450,3,524,71,312,13,45,80
5,BIHOR,"ŞCOALA PRIMARĂ HÎRSEŞTI",309,CÂMPANI,28709,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:15",271,250,0,18,3,227,206,0,18,3,223,4,280,53,115,13,6,89
5,BIHOR,"ŞCOALA PRIMARĂ SIGHIŞTEL",310,CÂMPANI,28709,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:10",270,245,2,18,5,221,197,1,18,5,214,7,275,54,93,6,7,108
