precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OSVÁTH CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMIN CULTURAL GĂIEȘTI",211,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:42:23",299,291,1,0,7,191,184,0,0,7,182,9,325,134,182
28,MUREŞ,"CĂMIN CULTURAL MURGEȘTI",213,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:22",427,408,0,0,19,259,240,0,0,19,246,13,447,188,246
28,MUREŞ,"CĂMIN CULTURAL STEJERIȘ",215,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:49",273,269,0,0,4,121,117,0,0,4,110,11,300,179,110
28,MUREŞ,"CĂMIN CULTURAL SUVEICA",216,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:23:30",180,166,1,3,10,94,81,0,3,10,90,4,200,106,90
28,MUREŞ,"CĂMINUL CULTURAL ACĂŢARI",210,ACĂŢARI,114970,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:30",1024,994,0,2,28,496,466,0,2,28,450,46,1085,589,450
28,MUREŞ,"CĂMINUL CULTURAL GRUIȘOR",212,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:05:12",315,299,0,3,13,162,146,0,3,13,157,5,334,172,157
28,MUREŞ,"CĂMINUL CULTURAL ROTENI",214,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:41",618,601,1,0,16,423,407,0,0,16,403,20,680,257,403
28,MUREŞ,"CASA DE TINERET VĂLENII",217,ACĂŢARI,114970,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:51",660,642,0,0,18,335,317,0,0,18,320,15,716,381,320
