precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITREAN NICOLAE-SOLOMON-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAVU NATANAEL-ALIANȚA ELECTORALĂ PSD PNL-voturi","COROAMĂ IULIAN-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","URSACHE VASILE-PETRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALBA TRAIAN-CRISTIAN-FORȚA DREPTEI-voturi"
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ ȘANDRA",570,ŞANDRA,159464,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:53:36",963,941,2,4,16,568,548,0,4,16,537,31,1000,432,99,234,61,36,107
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ ȘANDRA",569,ŞANDRA,159464,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:28",1155,1134,0,12,9,625,604,0,12,9,602,23,1200,575,103,275,89,25,110
37,TIMIŞ,"ŞCOALA PRIMARĂ UIHEI",571,ŞANDRA,159464,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:50",487,474,1,3,9,263,251,0,3,9,250,13,611,348,37,143,13,8,49
