precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUTH RADU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PATAKI SIMONA-NARCISA-PARTIDUL NAȚIONAL LIBERAL-voturi","VIDA RADU-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VAS DÁNIEL-NORBERT-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ILUŢ VASILE-ŞTEFAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
32,"SATU MARE","CĂMIN CULTURAL DACIA",195,DOBA,137611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:31:24",146,134,0,6,6,110,98,0,6,6,106,4,160,50,2,33,30,3,38
32,"SATU MARE","CĂMIN CULTURAL TRAIAN",197,DOBA,137611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:23:14",172,165,0,5,2,96,89,0,5,2,95,1,180,84,5,43,41,1,5
32,"SATU MARE","CAMINUL CULTURAL",196,DOBA,137611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:26:31",447,428,0,13,6,251,239,0,6,6,239,12,470,219,75,80,49,15,20
32,"SATU MARE","PRIMARIA COMUNEI DOBA",193,DOBA,137611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:54:43",1037,1022,0,5,10,631,616,0,5,10,579,52,1188,557,12,380,58,118,11
32,"SATU MARE","ŞCOALA GENERALĂ BOGHIŞ",194,DOBA,137611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:59:27",692,673,6,3,10,300,286,1,3,10,270,30,741,441,2,126,29,82,31
