precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PREVENDA ECATERINA-PARTIDUL NAȚIONAL LIBERAL-voturi","GRECEANU GIGEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOMI ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 INFRĂȚIREA",119,"DOR MĂRUNT",93370,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:31",270,259,0,5,6,206,195,0,5,6,195,11,294,88,38,5,152
12,CĂLĂRAŞI,"PROPRIETATE PRIVATA",120,"DOR MĂRUNT",93370,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:21",271,269,1,1,0,172,170,1,1,0,167,5,295,123,13,11,143
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DÎLGA GARĂ",118,"DOR MĂRUNT",93370,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:07",1083,1072,0,3,8,646,635,0,3,8,624,22,1181,535,198,11,415
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DOR MĂRUNT SAT",116,"DOR MĂRUNT",93370,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:19",1392,1377,0,2,13,787,772,0,2,13,767,15,1514,732,189,66,512
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",114,"DOR MĂRUNT",93370,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:29",1030,1015,1,5,9,582,568,0,5,9,562,20,1138,551,88,38,436
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",115,"DOR MĂRUNT",93370,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:35",452,441,0,8,3,243,232,0,8,3,229,14,492,249,35,18,176
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.1 DÎLGA SAT",117,"DOR MĂRUNT",93370,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:17",627,619,0,8,0,388,380,0,8,0,383,5,682,294,242,4,137
