precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAFIE COSTACHE-PARTIDUL SOCIAL DEMOCRAT-voturi","NECHIFOR ION-PARTIDUL NAȚIONAL LIBERAL-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA",259,DRĂGĂNEŞTI,125132,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:45",564,547,1,11,5,343,327,0,11,5,319,8,580,253,79,240
29,NEAMŢ,"SCOALA PRIMARA",261,DRĂGĂNEŞTI,125132,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:34",398,387,1,10,0,221,211,0,10,0,217,4,380,159,48,169
29,NEAMŢ,"SCOALA PRIMARA",260,DRĂGĂNEŞTI,125132,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:46",296,289,0,6,1,188,181,0,6,1,172,16,376,188,31,141
