precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GĂLĂŢANU DORIN-MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","COSTIN VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","PETRIŞOR NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi","CRISTIAN ROBERT-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BELIBOU CONSTANTIN-PARTIDUL MIȘCAREA POPULARĂ-voturi","CIORAN RAUL-MIHAIL-FORȚA DREPTEI-voturi","MĂRĂSCU NICOLAI-PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"CĂMIN CULTURAL NEICU",99,"ORAŞ PANCIU",175055,3,PART,PRCNCT,P,P_SV,"2024-06-19 15:47:24",505,498,1,6,0,248,242,0,6,0,238,9,553,306,4,120,7,27,5,9,66
41,VRANCEA,"CENTRUL DE RECUPERARE PENTRU PERSOANE CU HANDICAP",96,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:15",410,398,1,10,1,249,238,0,10,1,242,7,442,193,8,60,30,55,13,12,64
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL DUMBRAVA",97,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:45",405,400,1,4,0,188,184,0,4,0,184,4,438,250,4,67,20,23,6,4,60
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",98,"ORAŞ PANCIU",175055,3,PART,PRCNCT,P,P_SV,"2024-06-19 17:24:53",701,688,1,12,0,368,356,0,12,0,358,9,758,390,11,98,36,63,23,17,110
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,3,PART,PRCNCT,P,P_SV,"2024-06-12 17:17:54",772,760,1,11,0,394,383,0,11,0,380,14,842,448,23,112,42,85,14,16,88
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,2,PART,PRCNCT,P,P_SV,"2024-06-19 16:46:46",1281,1271,0,10,0,643,633,0,10,0,625,17,1401,758,26,180,91,77,46,10,195
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:41:33",1058,1047,0,7,4,466,455,0,7,4,453,13,1162,696,30,135,60,40,27,20,141
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:51:08",1327,1316,2,8,1,613,604,0,8,1,593,20,1445,832,32,150,89,65,44,13,200
41,VRANCEA,"SPAȚII BIROURI JANDARMI",94,"ORAŞ PANCIU",175055,3,PART,PRCNCT,P,P_SV,"2024-06-19 15:34:40",960,943,4,10,3,433,420,0,10,3,420,12,1037,604,14,94,52,55,34,21,150
