precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALOG FERENC-UNIUNEA SALVAȚI ROMÂNIA-voturi","SZAKACS BELA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMAN RĂZVAN-PARTIDUL SOCIAL DEMOCRAT-voturi","OLARIU BIANCA-MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi"
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” BORDI ANDRÁS ”IDRIFAIA",534,SUPLAC,119661,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:00:11",503,479,3,4,17,406,382,3,4,17,366,16,550,168,24,337,2,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” SF.NICOLAE” LASLĂU MARE",535,SUPLAC,119661,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:09",295,279,1,7,8,179,163,1,7,8,168,11,330,151,24,44,62,38
28,MUREŞ,"ŞCOALA PRIMARĂ LASLĂU MIC",536,SUPLAC,119661,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:39",430,424,0,5,1,159,153,0,5,1,152,7,470,311,30,38,29,55
28,MUREŞ,"ȘCOALA PRIMARĂ SUPLAC",533,SUPLAC,119661,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:55",606,588,0,2,16,314,296,0,2,16,303,11,648,334,107,166,17,13
