precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","INCZE AUREL-ALIN-voturi","TOGĂNEL ALINA-MARIA-voturi","TOGĂNEL PETRU-voturi","MĂRGINEAN SEMIDA-voturi","ARDELEAN CLAUDIA-MONICA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BOZED",297,"CEUAŞU DE CÂMPIE",115959,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:08:14",110,101,2,6,1,76,67,2,6,1,57,4,120,59,7,5,7,8,9,5,7,2,0,7
28,MUREŞ,"CĂMINUL CULTURAL CÂMPENIŢA",298,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:44",722,708,1,7,6,440,427,0,7,6,437,3,790,350,1,365,5,5,10,28,9,2,7,5
28,MUREŞ,"CĂMINUL CULTURAL CEUAŞU DE CÂMPIE",296,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:48",1402,1394,2,5,1,770,763,1,5,1,719,51,1527,757,56,315,74,21,105,36,61,5,9,37
28,MUREŞ,"CĂMINUL CULTURAL CULPIU",299,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:11",324,316,0,8,0,181,173,0,8,0,166,15,350,169,26,114,7,3,3,2,6,2,1,2
28,MUREŞ,"CĂMINUL CULTURAL HERGHELIA",300,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:12:03",366,346,8,12,0,198,186,0,12,0,184,14,380,182,18,25,23,6,12,42,8,10,31,9
28,MUREŞ,"CĂMINUL CULTURAL SĂBED",302,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:11",625,620,1,4,0,331,327,0,4,0,316,15,690,359,8,260,3,3,3,27,2,3,1,6
28,MUREŞ,"CĂMINUL CULTURAL VOINICENI",303,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:38",969,952,4,5,8,617,604,0,5,8,563,54,1070,453,170,13,65,49,11,16,155,78,4,2
28,MUREŞ,"ȘCOALA PRIMARĂ PORUMBENI",301,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:41",494,490,0,4,0,264,260,0,4,0,228,36,540,276,16,104,28,22,1,14,17,2,21,3
