precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DEDIU DAFINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CODREANU OANA-NICOLETA-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOCAN MARIUS-GICU-PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,"CAMIN CULTURAL BURSUCANI",225,BĂLĂBĂNEŞTI,75542,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:46",482,480,0,1,1,261,259,0,1,1,253,8,529,268,8,83,162
18,GALAŢI,"CĂMINUL CULTURAL BĂLĂBĂNEŞTI",224,BĂLĂBĂNEŞTI,75542,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:42",595,592,0,3,0,355,352,0,3,0,345,10,651,296,16,108,221
18,GALAŢI,"SCOALA GENERALĂ LUNGEŞTI",226,BĂLĂBĂNEŞTI,75542,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:04",460,456,0,0,4,238,234,0,0,4,229,9,500,262,6,72,151
