precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUNGU PETRONELA-PARTIDUL SOCIAL DEMOCRAT-voturi","PUŞCAŞU MARIUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","DĂNCULESEI ERMINA-PARTIDUL NAȚIONAL LIBERAL-voturi","COBZARIU DAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",286,GHERĂEŞTI,122668,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:18",1435,1417,3,2,13,629,612,2,2,13,610,19,1600,971,122,161,250,77
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",284,GHERĂEŞTI,122668,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:23",1436,1426,0,0,10,637,627,0,0,10,624,13,1600,963,113,188,255,68
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",285,GHERĂEŞTI,122668,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:42",1338,1329,0,2,7,608,599,0,2,7,595,13,1500,892,101,173,260,61
29,NEAMŢ,"SCOALA PRIMARA, GHERAESTII NOI",287,GHERĂEŞTI,122668,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:05",491,488,0,3,0,249,246,0,3,0,241,8,600,351,100,31,97,13
29,NEAMŢ,"SCOALA PRIMARA, TETCANI",288,GHERĂEŞTI,122668,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:18",745,738,0,6,1,280,273,0,6,1,270,10,800,520,61,91,96,22
