precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"ȘCOALA PRIMARĂ KÖLLŐ MIKLÓS",114,CIUMANI,84086,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:37",1342,1303,3,1,35,736,700,0,1,35,724,12,1400,664,438,286
21,HARGHITA,"ȘCOALA PRIMARĂ KÖLLŐ MIKLÓS",115,CIUMANI,84086,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:35",1155,1132,2,1,20,656,635,0,1,20,642,14,1295,639,424,218
21,HARGHITA,"ȘCOALA PRIMARA SZILÁGYI",116,CIUMANI,84086,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:29:11",1132,1109,3,1,19,647,628,0,1,18,638,9,1190,543,411,227
