precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA POLONEZILOR DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"AȘEZĂMÂNT CULTURAL",248,CACICA,147526,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:33:11",1527,1510,1,2,14,910,894,0,2,14,877,33,1700,790,463,301,37,25,51
35,SUCEAVA,"ȘCOALA CACICA",249,CACICA,147526,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:34:47",1103,1083,1,7,12,569,549,1,7,12,541,21,1200,610,302,159,27,42,11
35,SUCEAVA,"ŞCOALA RUNCU",250,CACICA,147526,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:28:15",170,165,0,0,5,90,85,0,0,5,85,5,200,110,59,17,4,5,0
35,SUCEAVA,"ŞCOALA SOLONEŢU NOU",251,CACICA,147526,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:29",697,678,3,3,13,326,309,1,3,13,292,34,737,411,51,32,16,190,3
