precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BĂDENI",474,STOENEŞTI,18858,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:18:47",1398,1379,1,5,13,772,753,1,5,13,751,21,1500,728,20,137,220,366,8
3,ARGEŞ,"CĂMIN CULTURAL PIATRA",475,STOENEŞTI,18858,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:05:44",399,394,0,2,3,236,231,0,2,3,233,3,472,236,10,38,44,138,3
3,ARGEŞ,"CĂMIN CULTURAL STOENEŞTI",473,STOENEŞTI,18858,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:51:15",1021,1007,2,5,7,641,629,1,5,6,632,9,1100,445,17,136,182,263,34
3,ARGEŞ,"ŞCOALA GEN. VALEA BĂDENILOR",476,STOENEŞTI,18858,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:20:36",610,597,0,10,3,405,392,0,10,3,376,29,700,295,7,47,24,295,3
