precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",88,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:42:59",1287,1284,0,3,0,593,590,0,3,0,567,26,1624,1031,217,59,170,14,16,91
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",60,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:11:56",1695,1693,0,2,0,704,702,0,2,0,675,25,1900,1200,265,89,165,10,17,129
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",59,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:53",1597,1591,1,5,0,578,573,0,5,0,561,17,1700,1122,228,89,122,14,9,99
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",62,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:12:55",1620,1614,1,5,0,626,621,0,5,0,604,22,1900,1274,245,69,156,9,16,109
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",61,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:07",2091,2080,6,5,0,884,879,0,5,0,856,28,2300,1416,320,113,216,28,16,163
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR MUŞATESCU” (FOSTA ŞCOALA NR. 17) (INTRAREA A)",79,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:43:24",1227,1220,1,6,0,412,406,0,6,0,391,21,1400,988,141,49,105,14,7,75
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „TUDOR MUŞATESCU” (FOSTĂ ŞCOALĂ NR.17) (INTRAREA B)",80,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:52:25",1237,1231,1,5,0,409,404,0,5,0,392,17,1406,997,164,67,84,11,6,60
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",56,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:17",1609,1604,2,3,0,694,691,0,3,0,664,30,1700,1006,255,86,160,11,13,139
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",55,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:59",1473,1466,0,7,0,623,616,0,7,0,596,21,1700,1077,248,80,142,8,9,109
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",54,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:09:21",1646,1633,0,12,1,730,717,0,12,1,706,24,1800,375,229,107,190,17,24,139
3,ARGEŞ,"ŞCOALA NR.1 - STRUCTURĂ A ŞCOLII GIMNAZIALE „NICOLAE BĂLCESCU” (FOSTA ŞCOALA GIMNAZIALĂ NR.9)",19,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:04:03",1544,1529,7,6,2,677,669,0,6,2,652,23,1700,1023,243,70,182,15,17,125
3,ARGEŞ,"ŞCOALA NR.1 - STRUCTURĂ A ŞCOLII GIMNAZIALE „NICOLAE BĂLCESCU” (FOSTA ŞCOALA GIMNAZIALĂ NR.9)",18,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:43:18",1599,1592,1,5,1,719,713,0,5,1,686,33,1700,981,225,84,218,10,17,132
3,ARGEŞ,"ŞCOALA NR.2 - STRUCTURĂ A ŞCOLII GIMNAZIALE „TUDOR VLADIMIRESCU” (FOSTA ȘCOALĂ NR.8)",66,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:31:17",1611,1591,5,15,0,770,755,0,15,0,747,23,1800,1030,271,89,184,13,24,166
3,ARGEŞ,"UNIVERSITATEA ”CONSTANTIN BRÂNCOVEANU”",40,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:47:29",1525,1515,5,5,0,552,547,0,5,0,528,24,1700,1148,151,56,181,13,22,105
3,ARGEŞ,"UNIVERSITATEA ”CONSTANTIN BRÂNCOVEANU”",39,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:28:26",1421,1402,6,13,0,570,557,0,13,0,549,21,1600,1030,204,69,144,7,25,100
3,ARGEŞ,"UNIVERSITATEA „CONSTANTIN BRÂNCOVEANU” (INTRAREA C)",20,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:46:06",1498,1488,2,8,0,556,548,0,8,0,538,18,1700,1144,167,80,156,12,7,116
3,ARGEŞ,"UNIVERSITATEA PITEŞTI",71,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:23:32",1601,1594,0,7,0,695,688,0,7,0,659,27,1700,1014,232,81,177,16,21,132
