precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
34,SIBIU,"ŞCOALA GIMNAZIALĂ RUŞI (CORP C2)",344,SLIMNIC,145603,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:35",731,719,3,7,2,392,382,1,7,2,373,19,800,408,53,23,93,194,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ SLIMNIC",342,SLIMNIC,145603,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:00",1299,1286,0,6,7,746,733,0,6,7,705,28,1424,691,181,60,290,102,72
34,SIBIU,"ŞCOALA GIMNAZIALĂ SLIMNIC",343,SLIMNIC,145603,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:50:07",1096,1078,4,7,7,634,620,0,7,7,616,18,1200,566,144,62,284,68,58
34,SIBIU,"ŞCOALA GIMNAZIALA VESEUD",345,SLIMNIC,145603,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:14",170,159,0,11,0,91,80,0,11,0,89,2,170,79,8,7,46,12,16
