precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
32,"SATU MARE","CĂMINUL CULTURAL SOMEȘENII",131,APA,136802,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 23:04:36",228,217,0,5,6,168,157,0,5,6,163,5,240,72,105,10,5,9,34
32,"SATU MARE","CENTRU CULTURAL ”EMIL MATEI” APA",129,APA,136802,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 22:53:25",1029,1001,0,6,22,645,617,0,6,22,630,15,1125,480,240,27,32,102,229
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",130,APA,136802,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 23:01:23",885,849,0,7,29,522,486,0,7,29,458,64,967,445,256,12,20,61,109
