precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLĂJEL DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","HUMĂ SILVIU-GABRIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","RĂCHERU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","APOSTOAE LAVINIU-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","APOSTOAE LĂCRĂMIOARA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 RĂUCEŞTI",381,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:23",749,740,0,1,8,429,420,0,1,8,411,18,800,371,263,38,22,65,23
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI",382,RĂUCEŞTI,123914,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:56:17",1570,1527,1,14,28,912,869,1,14,28,889,23,1700,788,594,31,57,201,6
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI (GRĂDINIŢA NR. 1- CORP C)",384,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:55",917,897,0,9,11,513,493,0,9,11,484,29,1000,487,415,4,11,53,1
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1 RĂUCEŞTI",379,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:42",1267,1249,1,1,16,712,695,0,1,16,688,24,1400,688,406,108,17,135,22
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 2 ”MIHAIL KOGĂLNICEANU” RĂUCEŞTI",380,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:42",524,501,0,3,20,299,276,0,3,20,290,9,600,301,177,27,10,62,14
29,NEAMŢ,"ŞCOALA PRIMARĂ NR. 2 OGLINZI",383,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:00",935,909,0,18,8,535,509,0,18,8,516,19,1000,465,332,14,31,134,5
29,NEAMŢ,"ŞCOALA SĂVEŞTI",385,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:00",345,331,0,2,12,197,183,0,2,12,193,4,400,203,161,3,5,22,2
29,NEAMŢ,"ŞCOALA UNGHENI",386,RĂUCEŞTI,123914,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:11",417,412,0,5,0,240,235,0,5,0,236,4,500,260,173,9,4,42,8
