precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂSĂRIN ALEXANDRU-DORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","OPREA DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","POPESCU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","COANDĂ MARIA-DANIELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
20,GORJ,"ŞCOALA GENERALĂ MOI",150,BÂLTENI,79004,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:06:58",868,852,0,13,3,565,549,0,13,3,531,34,900,335,28,44,281,178
20,GORJ,"ŞCOALA PRIMARĂ COCORENI",149,BÂLTENI,79004,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:53",1058,1047,0,8,3,615,604,0,8,3,608,7,1200,585,51,107,207,243
20,GORJ,"ȘCOALA PRIMARĂ DINKĂ SKELERU",148,BÂLTENI,79004,1,PROV,PRCNCT,P,P_SV,"2024-06-10 15:24:21",1580,1566,2,6,6,875,863,0,6,6,857,18,1700,825,84,220,292,261
20,GORJ,"ŞCOALA PRIMARĂ NR.2 PEŞTEANA-JIU",151,BÂLTENI,79004,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:52:57",1730,1721,0,4,5,897,888,0,4,5,841,56,1900,1003,78,167,304,292
20,GORJ,"ȘCOALA PRIMARĂ VLĂDULENI",152,BÂLTENI,79004,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:49:52",881,864,2,9,6,558,543,0,9,6,545,13,986,428,37,96,228,184
