precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRGĂRIT ANDREI-IULIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FĂŞIE VIRGIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OBREJA ANDRA-ILEANA-PARTIDUL S.O.S. ROMÂNIA-voturi","GHIŢĂ IOAN-ADRIAN-ALIANȚA ELECTORALĂ PSD PNL-voturi"
25,ILFOV,"AFTER SCHOOL DOMNESTI",215,DOMNEŞTI,102570,2,PART,PRCNCT,P,P_SV,"2024-06-11 12:46:53",1825,1735,1,81,8,1089,1000,0,81,8,1059,30,1900,811,18,29,23,989
25,ILFOV,"GRADINIȚA CU PROGRAM PRELUNGIT TARÂMUL PRIETENIEI",216,DOMNEŞTI,102570,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:49:49",2105,1990,3,108,4,1211,1099,0,108,4,1194,17,2200,989,49,30,44,1071
25,ILFOV,"GRADINIȚA CU PROGRAM PRELUNGIT TARÂMUL PRIETENIEI",217,DOMNEŞTI,102570,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:36:41",2010,1910,0,96,4,1042,942,0,96,4,1023,19,2100,1046,71,37,27,888
25,ILFOV,"GRADINITA NR. 1- ȚEGHEȘ",220,DOMNEŞTI,102570,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:11",1153,1058,6,87,2,754,664,1,87,2,733,21,1137,383,40,25,40,628
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",218,DOMNEŞTI,102570,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:56",1426,1339,2,84,1,737,652,0,84,1,726,11,1500,763,96,34,43,553
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",219,DOMNEŞTI,102570,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:05:35",1233,1171,2,58,2,649,589,0,58,2,634,15,1300,651,32,21,24,557
