precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi"
15,COVASNA,"ŞCOALA PRIMARĂ MALNAŞ BĂI",159,MALNAŞ,64504,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:11:27",354,347,0,3,4,150,143,0,3,4,147,3,400,250,113,20,14
15,COVASNA,"ŞCOALA PRIMARĂ VALEA ZĂLANULUI",160,MALNAŞ,64504,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:41:37",91,90,0,1,0,43,42,0,1,0,42,1,100,57,41,1,0
15,COVASNA,"SEDIUL PRIMĂRIEI",158,MALNAŞ,64504,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:53",411,400,0,0,11,242,231,0,0,11,229,13,410,168,225,3,1
