precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂRMĂŞAN GRIGORE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRĂCIUN SPIRU-ŞERBAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BÎRLIBAȘ",520,"SÂNPETRU DE CÂMPIE",119527,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:39",127,114,1,9,3,87,74,1,9,3,84,3,130,43,7,77
28,MUREŞ,"CĂMINUL CULTURAL SÎNGEORGIU DE CÎMPIE",523,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:24",279,259,0,13,7,198,178,0,13,7,192,6,290,92,46,146
28,MUREŞ,"CĂMINUL CULTURAL SÎNPETRU DE CÎMPIE",519,"SÂNPETRU DE CÂMPIE",119527,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:02:11",875,819,0,23,33,571,515,0,23,33,545,26,898,327,180,365
28,MUREŞ,"FOSTA ȘCOALA PRIMARA SATU -NOU",522,"SÂNPETRU DE CÂMPIE",119527,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:26",180,165,0,10,5,133,118,0,10,5,124,9,180,47,59,65
28,MUREŞ,"ȘCOALA GENERALĂ DÎMBU",521,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:51:49",477,454,0,4,19,352,329,0,4,19,329,18,501,154,169,160
28,MUREŞ,"ȘCOALA GENERALĂ TUȘINU",524,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:30:54",382,357,0,16,9,267,242,0,16,9,238,4,390,148,61,177
