precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPREA ZAMFIREL-voturi","BĂLAN SORINEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MIHAI VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","VLAD PETRUŞ-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CAMIN CULTURAL POIANA CRISTEI, PRIMARIA COMUNEI POIANA CRISTEI",247,"POIANA CRISTEI",177263,2,PART,PRCNCT,P,P_SV,"2024-06-11 10:33:17",944,908,0,10,26,639,603,0,10,26,602,37,1024,385,93,148,75,286
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT MAHRIU, SCOALA COORDONATORARE POIANA CRISTEI",248,"POIANA CRISTEI",177263,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:58",275,268,0,0,7,179,172,0,0,7,175,4,305,126,12,60,19,84
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PETREANU. SCOALA COORDONATOARE POIANA CRISTEI",249,"POIANA CRISTEI",177263,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:42",120,114,0,5,1,84,78,0,5,1,81,3,126,42,10,3,7,61
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PODU LACULUI, SCOALA COORDONATOARE POIANA CRISTEI",250,"POIANA CRISTEI",177263,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:09",493,478,1,3,11,340,326,0,3,11,312,28,538,198,30,147,33,102
41,VRANCEA,"SCOALA CU CLASELE I-VIII SAT TIRITU, SCOALA COORDONATOARE POIANA CRISTEI",251,"POIANA CRISTEI",177263,2,PART,PRCNCT,P,P_SV,"2024-06-11 10:39:32",219,211,0,3,5,127,119,0,3,5,123,4,237,110,19,29,10,65
