precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL RĂCHITOASA",543,RĂCHITOASA,24837,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 14:14:30",1039,981,0,20,38,562,504,0,20,38,534,28,1000,438,414,38,28,30,24
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDA",545,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:52",519,502,0,8,9,268,251,0,8,9,252,16,600,332,143,53,11,7,38
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL FUNDĂTURA-RĂCHITOASA",548,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:40",217,207,0,9,1,96,86,0,9,1,89,7,200,104,56,8,6,8,11
4,BACĂU,"ŞCOALA GIMNAZIALĂ BURDUSACI",546,RĂCHITOASA,24837,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 14:29:46",657,642,0,8,7,337,322,0,8,7,302,35,700,363,232,37,7,2,24
4,BACĂU,"ŞCOALA PRIMARĂ BARCANA",544,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:39",507,503,0,4,0,208,204,0,4,0,182,26,600,392,98,50,10,7,17
4,BACĂU,"ȘCOALA PRIMARĂ DUMBRAVA",547,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:46",528,522,0,4,2,243,237,0,4,2,226,17,600,357,177,18,10,12,9
