precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
28,MUREŞ,"CĂMINUL CULTURAL DANES",340,DANEŞ,116493,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:47:05",975,963,0,9,3,521,509,0,9,3,500,14,1070,542,244,206,10,37,3
28,MUREŞ,"CĂMINUL CULTURAL STEJĂRENII",345,DANEŞ,116493,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:17:58",270,262,1,7,0,85,78,0,7,0,78,7,267,182,37,30,0,6,5
28,MUREŞ,"CLUBUL TINERETULUI",341,DANEŞ,116493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:00",1028,1020,1,5,2,547,540,0,5,2,506,41,1120,573,225,211,41,21,8
28,MUREŞ,"ŞCOALA GIMNAZIALA INV.”STROIESCU IOAN ”CRIŞ",342,DANEŞ,116493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:17",572,559,2,6,5,219,208,0,6,5,207,12,621,402,69,91,5,11,31
28,MUREŞ,"SCOALA GIMNAZIALA SELEUS-DANES",344,DANEŞ,116493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:17",953,943,4,6,0,419,413,0,6,0,371,48,1040,621,152,182,14,19,4
28,MUREŞ,"SCOALA GIMNAZIALA SELEUS-DANES",343,DANEŞ,116493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:34",911,903,4,4,0,366,362,0,4,0,340,26,1000,634,152,134,15,29,10
