precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RUS LAURIAN-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CAMINUL CULTURAL CIUBANCA",597,RECEA-CRISTUR,59130,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:32:00",69,54,0,6,9,48,33,0,6,9,46,1,70,1,46
13,CLUJ,ŞCOALA,598,RECEA-CRISTUR,59130,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:06:59",150,136,0,8,6,104,90,0,8,6,104,0,149,45,104
13,CLUJ,ŞCOALA,601,RECEA-CRISTUR,59130,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:28:45",73,54,0,10,9,45,26,0,10,9,44,1,73,28,44
13,CLUJ,ŞCOALA,600,RECEA-CRISTUR,59130,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:03:58",83,66,0,14,3,61,44,0,14,3,60,1,76,15,60
13,CLUJ,ŞCOALA,599,RECEA-CRISTUR,59130,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:50",85,74,0,9,2,62,51,0,9,2,62,0,84,22,62
13,CLUJ,"ȘCOALA PRIMARĂ RECEA -CRISTUR",596,RECEA-CRISTUR,59130,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:06:51",580,501,1,29,49,395,316,1,29,49,381,14,593,198,381
