precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RAŞCU BENONI-PARTIDUL SOCIAL DEMOCRAT-voturi","PRIGOREANU DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CIUBUC CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAUCIUC IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","SALARU VIORICA-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DELENI ( SEDIUL NOU)",431,DELENI,96815,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:24",1948,1946,0,2,0,739,737,0,2,0,693,46,2100,1361,56,537,56,12,32
24,IAŞI,"GRADINITA CU PROGRAM NORMAL MAXUT",434,DELENI,96815,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:54",761,753,0,5,3,358,350,0,5,3,335,23,800,442,23,258,20,29,5
24,IAŞI,"GRADINITA CU PROGRAM NORMAL POIANA",435,DELENI,96815,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:46",867,861,0,6,0,402,396,0,6,0,371,31,900,498,68,278,21,1,3
24,IAŞI,"SCOALA GIMNAZIALA DELENI",430,DELENI,96815,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:00",1622,1613,0,9,0,682,673,0,9,0,614,68,1800,1118,55,511,8,15,25
24,IAŞI,"SCOALA GIMNAZIALA FEREDENI",432,DELENI,96815,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:02",607,603,0,3,1,282,278,0,3,1,261,21,770,488,27,214,9,7,4
24,IAŞI,"ȘCOALA GIMNAZIALĂ MAXUT CORP A",433,DELENI,96815,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:54",1082,1079,0,1,2,467,464,0,1,2,449,18,1200,733,45,326,29,39,10
24,IAŞI,"SCOALA GIMNAZIALA SLOBOZIA",436,DELENI,96815,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:00",910,903,0,7,0,345,338,0,7,0,315,30,1000,655,28,263,13,4,7
