precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MATEI BASARAB”",14,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:56",901,891,2,8,0,423,415,0,8,0,397,26,980,557,232,62,37,50,16
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MATEI BASARAB”",15,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:01",867,862,0,5,0,412,407,0,5,0,400,12,950,538,249,69,33,46,3
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” PUCIOASA",105,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:18",1171,1156,5,6,4,564,554,0,6,4,538,26,1290,726,359,91,39,38,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” PUCIOASA",104,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:03",999,986,2,11,0,477,466,0,11,0,447,30,1090,613,275,88,23,49,12
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ „ NICOLAE VLAD „",351,PUCHENI,68565,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:51",1253,1188,0,49,16,987,923,0,49,15,961,26,1330,343,670,254,26,4,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.1",92,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:56",902,896,0,4,2,530,524,0,4,2,507,16,990,448,252,173,40,29,13
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.1",93,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:07",864,855,2,4,3,513,506,0,4,3,490,19,940,431,253,179,33,16,9
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 GHIRDOVENI",272,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:28",1490,1482,1,2,5,736,729,0,2,5,707,29,1640,904,398,230,48,31,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 HULUBEȘTI",264,HULUBEŞTI,67675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:48",665,662,0,3,0,456,453,0,3,0,440,16,730,274,211,102,61,63,3
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 LUNGULEŢU",286,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:58",1390,1388,0,2,0,929,927,0,2,0,858,71,1530,593,679,132,27,11,9
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 „MIHAI VITEAZUL” PUCIOASA",106,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:15",799,789,0,10,0,354,344,0,10,0,339,15,880,526,196,78,12,42,11
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 UNGURENI",201,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:00",651,643,1,7,0,437,430,0,7,0,419,11,710,280,346,46,14,7,6
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.2",66,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:29",1045,1035,1,7,2,510,500,1,7,2,486,24,1140,630,316,68,41,50,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2",381,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:15",1089,1085,1,3,0,465,462,0,3,0,432,33,1190,725,311,39,49,25,8
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2 GHIRDOVENI",273,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:00",1192,1186,1,1,4,691,686,0,1,4,655,36,1310,619,367,173,64,39,12
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",285,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:46",869,868,0,1,0,578,577,0,1,0,538,40,960,382,426,78,21,8,5
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",284,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:02",984,980,0,4,0,653,649,0,4,0,623,30,1070,417,482,91,31,12,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",123,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:20",1235,1211,0,4,20,730,706,0,4,20,698,32,1330,600,338,278,51,20,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",124,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:57",1028,1014,1,9,4,614,601,0,9,4,574,40,1110,496,269,241,40,18,6
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",74,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:54",698,695,1,2,0,341,339,0,2,0,329,12,770,429,180,50,21,70,8
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",76,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:32",928,917,0,6,5,428,417,0,6,5,413,15,1020,592,195,76,33,100,9
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",72,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:57",1234,1231,1,1,1,624,622,0,1,1,604,20,1350,726,319,105,41,120,19
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",75,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:20",926,918,0,6,2,442,434,0,6,2,435,7,1010,568,243,73,41,71,7
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",73,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:33",718,712,0,5,1,347,341,0,5,1,330,17,790,443,151,76,23,71,9
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.3 DOICEȘTI",230,DOICEŞTI,65413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:04",1539,1516,0,4,19,885,862,0,4,19,829,33,1676,814,604,170,31,14,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 3 PUCIOASA",111,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:40",1163,1153,0,9,1,485,475,0,9,1,469,16,1280,795,358,49,30,21,11
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",79,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:56",829,820,0,7,2,390,381,0,7,2,363,26,910,521,180,57,28,89,9
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",77,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:03",908,897,1,7,3,402,392,0,7,3,391,11,990,588,173,69,33,104,12
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",80,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:37",877,869,0,6,2,426,418,0,6,2,414,12,960,534,168,86,41,109,10
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",78,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:27",619,613,0,5,1,271,265,0,5,1,260,11,670,399,108,51,23,67,11
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",81,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:44",802,792,0,8,2,400,390,0,8,2,385,15,870,470,191,67,21,96,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ” NUCET ”",315,NUCET,68280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:59",957,943,1,0,13,542,529,0,0,13,532,10,1030,488,403,83,26,6,14
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”NUCET”",316,NUCET,68280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:16",890,878,1,3,8,513,502,0,3,8,490,23,970,457,369,67,35,13,6
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ODOBEȘTI",322,ODOBEŞTI,68342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:47",1287,1270,2,15,0,928,913,0,15,0,886,42,1400,472,433,354,65,23,11
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PĂTROAIA VALE",218,CRÂNGURILE,67167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:58",900,888,0,12,0,614,602,0,12,0,583,29,990,378,312,214,33,17,7
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PERŞINARI",327,PERŞINARI,179935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:08",1143,1125,0,1,17,624,606,0,1,17,602,22,1260,636,356,144,60,39,3
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PERȘINARI",328,PERŞINARI,179935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:51",1146,1125,0,1,20,666,645,0,1,20,637,28,1260,594,412,142,59,18,6
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PETREŞTI",198,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:29",486,473,0,13,0,310,297,0,13,0,287,11,530,232,249,20,11,5,2
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA PICTOR NICOLAE GRIGORESCU",126,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:36",1287,1255,0,20,12,789,757,0,20,12,755,28,1380,571,383,284,47,27,14
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROFESOR ILIE POPESCU”",379,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:23",1440,1439,0,1,0,710,709,0,1,0,686,24,1590,880,532,60,39,38,17
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROF. PAUL BANICĂ”",26,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:10",1014,991,1,6,16,387,365,0,6,16,373,14,1090,703,251,55,25,32,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROF. PAUL BANICĂ”",25,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:11",1079,1063,0,6,10,444,428,0,6,10,427,17,1168,724,264,63,45,46,9
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ PUCIOASA-SAT",115,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:59",338,333,0,3,2,182,177,0,3,2,177,5,370,188,123,25,17,11,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RACIU",353,RACIU,179891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:51",1250,1238,2,7,3,718,708,0,7,3,696,22,1370,652,396,194,41,61,4
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",100,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:22",591,582,1,8,0,347,339,0,8,0,337,10,640,293,198,97,15,21,6
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",5,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:51",1201,1193,0,7,1,495,487,0,7,1,477,18,1340,845,293,71,49,54,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",101,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:04",1152,1139,0,13,0,733,720,0,13,0,707,26,1240,507,330,290,37,36,14
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",4,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:32",1066,1060,0,6,0,441,435,0,6,0,418,19,1200,763,264,89,26,32,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",102,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:52:12",1556,1543,0,10,3,967,954,0,10,3,932,34,1700,734,428,404,45,45,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",6,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:11",1248,1235,3,10,0,512,502,0,10,0,491,21,1370,858,331,81,32,38,9
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",7,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:19",1253,1244,0,9,0,549,540,0,9,0,525,24,1390,841,333,77,45,62,8
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RĂSCĂEŢI",357,RĂSCĂEŢI,179926,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:53",957,936,0,2,19,677,658,0,2,17,663,14,1050,373,108,476,42,22,15
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RÂU ALB DE JOS",364,"RÂU ALB",179917,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:41",1222,1138,0,60,24,836,752,0,60,24,798,38,1250,414,415,105,263,12,3
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RĂZVAD",359,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:55",1089,1082,2,3,2,604,599,0,3,2,576,28,1190,586,403,64,50,37,22
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",244,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:19",762,757,1,4,0,380,375,1,4,0,362,18,830,450,256,42,33,26,5
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",243,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:44",852,849,0,3,0,434,431,0,3,0,418,16,940,506,299,37,42,35,5
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA SCHEIU DE JOS",281,LUDEŞTI,67835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:13",788,783,0,5,0,442,437,0,5,0,408,28,860,424,272,102,21,6,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",99,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:15",1230,1215,0,11,4,692,677,0,11,4,672,20,1340,648,362,226,41,33,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",97,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:30",790,780,0,8,2,439,429,0,8,2,422,17,860,421,203,170,31,17,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",98,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:07",1096,1087,2,6,1,552,545,0,6,1,544,8,1200,648,276,195,37,31,5
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",96,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:40",1249,1236,0,11,2,705,692,0,11,2,686,19,1360,655,339,256,41,35,15
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ SERDANU",287,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:08",1055,1053,0,2,0,706,704,0,2,0,683,23,1160,454,504,134,32,6,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ",375,"SLOBOZIA MOARĂ",105142,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:59",838,809,0,16,13,678,652,0,16,10,643,32,890,215,309,245,74,9,6
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ",374,"SLOBOZIA MOARĂ",105142,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:15",871,828,2,22,19,715,672,2,22,19,691,24,930,215,343,291,42,8,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",62,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:41",1464,1457,0,7,0,629,622,0,7,0,611,18,1630,1001,418,59,67,54,13
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",63,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:54",1664,1656,0,6,2,1664,1656,0,6,2,634,48,1830,1148,415,57,94,46,22
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",60,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:57",1463,1450,3,10,0,626,616,0,10,0,610,16,1600,974,391,75,58,64,22
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",61,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:56",1246,1239,3,4,0,545,541,0,4,0,514,31,1370,825,333,67,57,45,12
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”STAN ȘTEFAN”",422,VLĂDENI,179711,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:57",1268,1258,1,3,6,723,714,0,3,6,695,28,1390,667,480,93,34,83,5
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ȘUȚA SEACĂ - RACIU",355,RACIU,179891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:01",705,700,0,1,4,414,409,0,1,4,395,19,770,356,281,39,25,40,10
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ TĂRTĂŞEŞTI",384,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:47",853,837,1,15,0,497,482,0,15,0,472,23,930,435,277,61,50,16,68
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”TEIUL DOAMNEI” - CORP B",382,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:51",819,819,0,0,0,378,378,0,0,0,357,21,910,532,232,30,41,44,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TELEȘTI",283,LUDEŞTI,67835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:01",1357,1352,1,3,1,764,760,0,3,1,740,24,1490,726,578,35,99,17,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TOMȘANI",216,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:16",979,960,0,4,15,708,689,0,4,15,683,25,1080,372,403,215,47,12,6
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ULIEŞTI",392,ULIEŞTI,68976,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:10",1033,1018,0,11,4,786,771,0,11,4,744,27,1130,359,322,313,92,8,9
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ULMI",396,ULMI,65501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:08",1154,1146,3,5,0,637,632,0,5,0,608,26,1270,636,465,69,37,30,7
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ UNGURENI-DRAGOMIREŞTI",245,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:10",1088,1083,0,5,0,484,479,0,5,0,457,27,1190,706,298,42,82,21,14
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ VALEA MARE",405,"VALEA MARE",69170,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:00",1152,1150,0,2,0,711,709,0,2,0,678,33,1270,559,537,41,71,22,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",363,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:31",1414,1406,3,5,0,771,766,0,5,0,741,30,1560,789,473,83,69,95,21
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",362,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:07",1533,1517,5,8,3,796,785,0,8,3,762,22,1670,886,479,80,97,95,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",260,"GURA ŞUŢII",67648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:12",876,840,1,0,35,561,525,1,0,35,549,12,970,409,492,23,21,11,2
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",261,"GURA ŞUŢII",67648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:45",881,843,0,1,37,568,530,0,1,37,518,9,970,405,451,17,35,9,6
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ SPERIEȚENI",263,"GURA ŞUŢII",67648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:34",1456,1438,1,2,15,647,630,0,2,15,632,15,1598,951,466,41,105,19,1
16,DÂMBOVIŢA,"SCOALA GLOD",302,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:27:02",1422,1409,0,11,2,1044,1031,0,11,2,975,69,1560,510,614,319,33,4,5
16,DÂMBOVIŢA,"ȘCOALA ÎNVĂȚĂTOR IULIAN RUSU",229,DOBRA,67292,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:05",1498,1472,0,10,16,920,894,0,10,16,883,37,1620,700,608,222,40,8,5
16,DÂMBOVIŢA,"ŞCOALA LUCIENI",278,LUCIENI,67773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:25",1075,1072,1,2,0,635,633,0,2,0,607,23,1180,550,437,117,30,18,5
16,DÂMBOVIŢA,"ŞCOALA LUCIENI",277,LUCIENI,67773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:10",984,974,0,10,0,634,624,0,10,0,616,18,1070,436,443,76,48,32,17
16,DÂMBOVIŢA,"ŞCOALA MĂNĂSTIREA",178,COBIA,66580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:57",418,392,0,10,16,299,273,0,10,16,264,9,430,157,214,12,32,6,0
16,DÂMBOVIŢA,"ȘCOALA MĂRGINENII DE SUS",227,DĂRMĂNEŞTI,67256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:09",872,867,0,4,1,534,529,0,4,1,507,27,960,426,96,330,39,38,4
16,DÂMBOVIŢA,"ȘCOALA MERII",300,MOGOŞANI,68128,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:41:52",781,753,0,20,8,602,574,0,20,8,584,18,830,228,213,293,35,33,10
16,DÂMBOVIŢA,"SCOALA MUSCEL",305,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:52",69,61,0,7,1,47,39,0,7,1,46,1,70,23,21,14,11,0,0
16,DÂMBOVIŢA,"SCOALA NOUA GENERALA MESTEACAN",413,VĂLENI-DÂMBOVIŢA,69303,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:54",222,210,0,10,2,187,175,0,10,2,169,6,230,55,125,34,7,1,2
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",134,ANINOASA,65379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:22",1160,1148,1,5,6,661,649,1,5,6,638,23,1270,609,332,159,79,54,14
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",133,ANINOASA,65379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:00",1035,1008,0,8,19,622,595,0,8,19,595,27,1330,708,357,164,43,23,8
16,DÂMBOVIŢA,"ȘCOALA NR.1 POIANA",340,POIANA,68431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:26",1026,1026,0,0,0,677,677,0,0,0,649,28,1130,438,552,59,33,0,5
16,DÂMBOVIŢA,"ȘCOALA NR.1 POIANA, SAT POIANA",339,POIANA,68431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:45",880,880,0,0,0,560,560,0,0,0,537,23,970,410,460,43,18,13,3
16,DÂMBOVIŢA,"ȘCOALA NR.2 PICIOR DE MUNTE - BOBOCI",236,DRAGODANA,67327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:48",1102,1063,0,31,8,699,660,0,31,8,650,49,1170,471,383,186,81,0,0
16,DÂMBOVIŢA,"ȘCOALA NR.2 PICIOR DE MUNTE - BOBOCI",237,DRAGODANA,67327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:09",718,712,0,4,2,416,410,0,4,2,402,14,780,364,217,112,45,23,5
