precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"ȘCOALA NR.2 POIANA",341,POIANA,68431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:04",846,839,0,7,0,483,476,0,7,0,463,20,920,437,393,30,25,12,3
16,DÂMBOVIŢA,"ŞCOALA OLTENI",279,LUCIENI,67773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:56",475,458,0,17,0,305,288,0,17,0,293,12,500,195,256,14,15,8,0
16,DÂMBOVIŢA,"ŞCOALA PITARU",344,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:17",695,684,0,11,0,382,371,0,11,0,368,14,750,368,292,37,23,11,5
16,DÂMBOVIŢA,"ŞCOALA POTLOGI",343,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:43",1227,1214,1,12,0,752,740,0,12,0,731,21,1340,588,557,120,26,21,7
16,DÂMBOVIŢA,"ŞCOALA POTLOGI",342,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:50",1213,1206,0,7,0,710,703,0,7,0,683,27,1330,620,491,142,34,9,7
16,DÂMBOVIŢA,"ȘCOALA PREOT PANAIT GEORGESCU",228,DOBRA,67292,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:52",1440,1409,0,14,17,990,959,0,14,17,974,16,1570,580,794,127,37,10,6
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ BROȘTENI",349,PRODULEŞTI,68529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:48",516,513,0,1,2,254,251,0,1,2,244,10,570,316,195,22,22,4,1
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ BUJOREANCA",207,CORNEŞTI,67014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:04",375,359,0,16,0,237,221,0,16,0,226,11,400,163,103,20,28,74,1
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ COSTEȘTII DIN DEAL",350,PRODULEŞTI,68529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:25",756,741,0,8,7,478,463,0,8,7,453,25,820,342,365,31,30,20,7
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ CRIVĂŢU",209,CORNEŞTI,67014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:57",202,194,0,7,1,145,137,0,7,1,141,4,220,75,97,14,6,24,0
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ DRĂGHINEASCA",356,RĂSCĂEŢI,179926,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:06",800,791,0,1,8,615,606,0,1,8,601,14,878,263,95,427,55,17,7
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ”GRIGORE STĂNESCU ” POSTÎRNACU",212,CORNEŞTI,67014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:03",661,643,0,15,3,345,327,0,15,3,318,26,710,366,120,40,41,109,8
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ HANU LUI PALĂ",394,ULIEŞTI,68976,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:07",279,271,0,8,0,203,195,0,8,0,197,6,298,95,96,92,6,2,1
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ IBRIANU",211,CORNEŞTI,67014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:05",603,584,0,17,2,389,370,0,17,2,356,33,650,261,142,54,56,99,5
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ ” ILFOVENI ”",318,NUCET,68280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:07",451,447,0,4,0,240,236,0,4,0,229,11,500,260,186,24,10,4,5
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ MIJA",276,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:06",592,589,0,3,0,276,273,0,3,0,268,8,650,374,87,148,22,6,5
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ MIULEȘTI",325,ODOBEŞTI,68342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:12",448,443,0,5,0,323,318,0,5,0,313,10,487,164,162,133,10,4,4
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ NR. 2 GROZĂVEŞTI",197,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:10",1064,1060,0,4,0,629,625,0,4,0,599,30,1170,541,501,48,38,6,6
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ ODAIA TURCULUI",295,MĂTĂSARU,68048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:15:47",828,820,0,4,4,606,598,0,4,4,585,21,920,314,340,196,31,12,6
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ POTOCELU",280,LUDEŞTI,67835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:06",1020,1015,1,4,0,484,480,0,4,0,438,46,1115,631,318,32,68,18,2
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ SATU NOU",199,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:07",366,363,0,3,0,263,260,0,3,0,252,11,410,147,213,23,11,3,2
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ SCHEIU DE SUS",282,LUDEŞTI,67835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:18",750,748,0,2,0,437,435,0,2,0,399,38,830,393,278,91,17,11,2
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ SILIȘTEA - RACIU",354,RACIU,179891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:40",718,704,0,6,8,448,434,0,6,8,418,16,790,356,282,62,32,35,7
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ UNGURENI",213,CORNEŞTI,67014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:28",670,654,0,13,3,457,441,0,13,3,426,31,730,273,138,38,57,187,6
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ VADU STANCHII",202,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:41",366,357,1,8,0,235,227,0,8,0,226,9,400,165,197,15,7,3,4
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ VOIA",219,CRÂNGURILE,67167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:13",668,664,1,3,0,441,437,1,3,0,391,50,730,289,240,141,8,1,1
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ ZIDURILE",326,ODOBEŞTI,68342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:40",660,650,0,9,1,471,461,0,9,1,455,16,715,244,277,132,18,19,9
16,DÂMBOVIŢA,"ŞCOALA PROFESIONALĂ BĂLENI",135,BĂLENI,66198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:19",1484,1481,1,2,0,886,884,0,2,0,844,42,1630,744,379,373,54,26,12
16,DÂMBOVIŢA,"ŞCOALA ROMÂNEŞTI",346,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:39",1851,1844,0,7,0,762,755,0,7,0,726,36,2020,1258,518,108,17,76,7
16,DÂMBOVIŢA,"ŞCOALA ROMÂNEŞTI",345,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:41",1319,1317,0,2,0,553,551,0,2,0,521,32,1460,907,455,46,7,13,0
16,DÂMBOVIŢA,"ȘCOALA SĂLCUȚA",125,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:22",1080,1059,1,6,14,661,641,0,6,14,633,28,1170,509,270,287,53,16,7
16,DÂMBOVIŢA,"ŞCOALA SĂTENI",132,ANINOASA,65379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:43",1271,1257,0,4,10,710,696,0,4,10,682,28,1380,670,539,73,30,28,12
16,DÂMBOVIŢA,"ŞCOALA ”SPIRU HARET” BRANISTEA CLASELE I-VIII, SALA DE CLASA NR. 1",146,BRANIŞTEA,66152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:33",1220,1160,1,30,29,937,878,0,30,29,904,33,1260,323,441,407,35,12,9
16,DÂMBOVIŢA,"ŞCOALA ”SPIRU HARET” BRANISTEA CLASELE I-VIII, SALA DE CLASA NR. 2",147,BRANIŞTEA,66152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:34",1073,1024,0,17,32,838,789,0,17,32,806,30,1130,294,407,349,28,15,7
16,DÂMBOVIŢA,"ȘCOALA URSEIU",421,VIŞINEŞTI,69394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:27:10",483,470,0,3,10,296,283,0,3,10,283,13,530,234,226,32,15,7,3
16,DÂMBOVIŢA,"SCOALA VALEA LARGA",352,PUCHENI,68565,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:52",209,193,0,12,4,147,131,0,12,4,134,13,220,73,114,13,6,1,0
16,DÂMBOVIŢA,"SCOALA VECHE-GRADINITA",303,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:25",969,953,0,5,11,651,635,0,5,11,629,22,1050,399,371,205,21,23,9
16,DÂMBOVIŢA,"SCOALA VECHE - GRĂDINIȚA MORENI",304,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:46",1144,1110,0,5,29,749,715,0,5,29,717,32,1260,511,330,320,36,20,11
16,DÂMBOVIŢA,"ŞCOALA VLĂSCENI",347,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:45",573,562,1,10,0,333,322,1,10,0,321,12,620,287,263,40,13,2,3
16,DÂMBOVIŢA,"ȘCOALA ZĂVOIU",301,MOGOŞANI,68128,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:57",808,711,0,84,13,653,556,0,84,13,629,23,773,121,112,379,40,93,5
