precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUNCIANU AURELIA-LILIANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUNĂRINŢU MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDORESCU ILIE-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂPĂSTRARU COSTEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"GRUPUL ŞCOLAR CONSTANTIN BRÂNCOVEANU",76,"ORAŞ BAIA DE ARAMĂ",109924,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:10:31",1188,1166,0,14,8,651,629,0,14,8,624,27,1278,627,20,257,322,25
27,MEHEDINŢI,"ȘCOALA GENERALĂ BAIA DE ARAMĂ",75,"ORAŞ BAIA DE ARAMĂ",109924,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:53:22",1194,1174,0,14,6,698,678,0,14,6,669,29,1290,592,26,247,364,32
27,MEHEDINŢI,"ŞCOALA GENERALĂ MĂRĂŞEŞTI",77,"ORAŞ BAIA DE ARAMĂ",109924,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:42",1073,1056,0,11,6,697,680,0,11,6,678,19,1169,472,120,251,281,26
27,MEHEDINŢI,"ŞCOALA GENERALĂ NEGOEŞTI",78,"ORAŞ BAIA DE ARAMĂ",109924,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:34:59",672,663,0,6,3,405,396,0,6,3,390,15,731,326,13,137,232,8
27,MEHEDINŢI,"ŞCOALA GENERALĂ TITERLEŞTI",79,"ORAŞ BAIA DE ARAMĂ",109924,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:58",400,390,0,6,4,253,243,0,6,4,247,2,371,122,10,63,164,10
