precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIZITIU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","VELEANU CONSTANTIN-IRINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ROŞU EUGEN-GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"ŞCOALA BREASTA",267,BREASTA,71260,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:22",1389,1319,0,51,19,764,713,0,32,19,745,19,1471,707,659,69,17
17,DOLJ,"ŞCOALA BREASTA",268,BREASTA,71260,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:21",1077,1032,0,35,10,659,614,0,35,10,638,21,1100,441,574,52,12
17,DOLJ,"ŞCOALA OBEDIN",269,BREASTA,71260,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:00",586,562,1,21,2,310,286,1,21,2,302,8,600,290,271,6,25
17,DOLJ,"ŞCOALA VALEA LUNGULUI",270,BREASTA,71260,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:12",629,594,0,32,3,439,404,0,32,3,437,2,700,261,429,4,4
