precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORNACI MARIUS-CORNELIU-PARTIDUL NAȚIONAL LIBERAL-voturi","ACATRINEI MIRCIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"GRĂDINIȚA *PRICHINDEL* COȘULA",197,COŞULA,39975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:30",1023,1016,1,4,2,424,418,0,4,2,384,40,1100,676,155,229
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV BUDA",198,COŞULA,39975,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:40",278,276,0,2,0,123,121,0,2,0,101,22,350,227,49,52
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV PĂDURENI",199,COŞULA,39975,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:40:16",486,485,0,0,1,225,224,0,0,1,201,24,550,325,71,130
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV ȘUPITCA",200,COŞULA,39975,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:59",656,652,1,3,0,295,291,1,3,0,235,60,687,392,82,153
